new.id,Reference,Title,Original.appellation,Original.function,Our.function,Our.definition,Lindeman.yes.OR.no,Data.source,Data.period,general.period,Location,Latitude,Longtitude,Ecosystem,Species.number,Group.number,Information.records,Taxon.record,new.taxon.1,new.taxon.2,from_to,predator.TL,long.FCL,short.FCL,is.chain,too.omni,FC.label,Energy.path,Interaction.type,Scenario,Parse.from,orig.value,orig.interv,trans,X0_1,X1_2,X2_3,X3_4,X4_5,X5_6,X6_7,X7_8,X8_9,X9_10,geom_mean,prey_pred,trans.label,Data.form,n,SD/SE/median/interval,SD,data.LABEL,Factor,Effect.size,control...experiment,Nutrient,DOC,Light,Salinity,Temperature,Environ.other,Succession.phase,PP..primary.or.detritus.,Depth,Eco.area,Invasion,micro_loop,Time_Average,Element,FCL,taxonomy,Environmental stress,Horizontal,Vertical
23,Baird_2004_Marine ecology progress series,"Energy flow of a boreal intertidal ecosystem, the Sylt-R?m? Bight ",trophic efficiency,output 4 / input 4,input 5 / input 4,ingestion n+1 / ingestion n,YES,ReferenceModel,NA,NA,"54бу52' ~ 55бу10' N, 8бу20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,59,,III-IV,NA,NA,3_4,4,8,8,YES,NO,aY,plankton + detritus,carnivore,1,figure,0.02,,0.02,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,,NO,,,,,,,,,,,,,,,C,,,,,
23,Baird_2004_Marine ecology progress series,"Energy flow of a boreal intertidal ecosystem, the Sylt-R?m? Bight ",trophic efficiency,output 5 / input 5,input 6 / input 5,ingestion n+1 / ingestion n,YES,ReferenceModel,NA,NA,"54бу52' ~ 55бу10' N, 8бу20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,59,,IV_V,NA,NA,4_5,5,8,8,YES,NO,aY,plankton + detritus,carnivore,1,figure,0.026,,0.026,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,,NO,,,,,,,,,,,,,,,C,,,,,
23,Baird_2004_Marine ecology progress series,"Energy flow of a boreal intertidal ecosystem, the Sylt-R?m? Bight ",trophic efficiency,output 6 / input 6,input 7 / input 6,ingestion n+1 / ingestion n,YES,ReferenceModel,NA,NA,"54бу52' ~ 55бу10' N, 8бу20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,59,,V_VI,NA,NA,5_6,6,8,8,YES,NO,aY,plankton + detritus,carnivore,1,figure,0.004,,0.004,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,,NO,,,,,,,,,,,,,,,C,,,,,
23,Baird_2004_Marine ecology progress series,"Energy flow of a boreal intertidal ecosystem, the Sylt-R?m? Bight ",trophic efficiency,output 7 / input 7,input 8 / input 7,ingestion n+1 / ingestion n,YES,ReferenceModel,NA,NA,"54бу52' ~ 55бу10' N, 8бу20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,59,,VI_VII,NA,NA,6_7,7,8,8,YES,NO,aY,plankton + detritus,carnivore,1,figure,0.004,,0.004,NA,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,,NO,,,,,,,,,,,,,,,C,,,,,
24,Baird_2012_Marine ecology progress series,"Effect of invasive species on the structure and function of the Sylt-R?m? Bight ecosystem, northern Wadden Sea, over three time periods",efficiency of transfer,output 2 / input 2,input 3 / input 2,ingestion n+1 / ingestion n,YES,ReferenceModel,year 1995,1990s,"54бу 52' ~ 55бу10' N, 8бу 20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,59,year 1995,I_II,NA,NA,1_2,2,6,6,YES,NO,aY,plankton + detritus,herbivore,1,figure,0.158,,0.158,NA,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,biological invasion_pre,YES,,,,,,,,,,,,pre,,,C,,,,,
24,Baird_2012_Marine ecology progress series,"Effect of invasive species on the structure and function of the Sylt-R?m? Bight ecosystem, northern Wadden Sea, over three time periods",efficiency of transfer,output 3 / input 3,input 4 / input 3,ingestion n+1 / ingestion n,YES,ReferenceModel,year 1995,1990s,"54бу 52' ~ 55бу10' N, 8бу 20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,59,year 1995,II_III,NA,NA,2_3,3,6,6,YES,NO,aY,plankton + detritus,carnivore,1,figure,0.0133,,0.0133,NA,NA,0.0133,NA,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,biological invasion_pre,YES,,,,,,,,,,,,pre,,,C,,,,,
24,Baird_2012_Marine ecology progress series,"Effect of invasive species on the structure and function of the Sylt-R?m? Bight ecosystem, northern Wadden Sea, over three time periods",efficiency of transfer,output 4 / input 4,input 5 / input 4,ingestion n+1 / ingestion n,YES,ReferenceModel,year 1995,1990s,"54бу 52' ~ 55бу10' N, 8бу 20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,59,year 1995,III-IV,NA,NA,3_4,4,6,6,YES,NO,aY,plankton + detritus,carnivore,1,figure,0.0174,,0.0174,NA,NA,NA,0.0174,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,biological invasion_pre,YES,,,,,,,,,,,,pre,,,C,,,,,
24,Baird_2012_Marine ecology progress series,"Effect of invasive species on the structure and function of the Sylt-R?m? Bight ecosystem, northern Wadden Sea, over three time periods",efficiency of transfer,output 5 / input 5,input 6 / input 5,ingestion n+1 / ingestion n,YES,ReferenceModel,year 1995,1990s,"54бу 52' ~ 55бу10' N, 8бу 20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,59,year 1995,IV_V,NA,NA,4_5,5,6,6,YES,NO,aY,plankton + detritus,carnivore,1,figure,0.028,,0.028,NA,NA,NA,NA,0.028,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,biological invasion_pre,YES,,,,,,,,,,,,pre,,,C,,,,,
24,Baird_2012_Marine ecology progress series,"Effect of invasive species on the structure and function of the Sylt-R?m? Bight ecosystem, northern Wadden Sea, over three time periods",efficiency of transfer,output 2 / input 2,input 3 / input 2,ingestion n+1 / ingestion n,YES,ReferenceModel,year 2007,2000s,"54бу 52' ~ 55бу10' N, 8бу 20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,63,year 2007,I_II,NA,NA,1_2,2,6,6,YES,NO,aY,plankton + detritus,herbivore,2,figure,0.167,,0.167,NA,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,biological invasion_after,YES,,,,,,,,,,,,after,,,C,,,,,
24,Baird_2012_Marine ecology progress series,"Effect of invasive species on the structure and function of the Sylt-R?m? Bight ecosystem, northern Wadden Sea, over three time periods",efficiency of transfer,output 3 / input 3,input 4 / input 3,ingestion n+1 / ingestion n,YES,ReferenceModel,year 2007,2000s,"54бу 52' ~ 55бу10' N, 8бу 20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,63,year 2007,II_III,NA,NA,2_3,3,6,6,YES,NO,aY,plankton + detritus,carnivore,2,figure,0.0117,,0.0117,NA,NA,0.0117,NA,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,biological invasion_after,YES,,,,,,,,,,,,after,,,C,,,,,
24,Baird_2012_Marine ecology progress series,"Effect of invasive species on the structure and function of the Sylt-R?m? Bight ecosystem, northern Wadden Sea, over three time periods",efficiency of transfer,output 4 / input 4,input 5 / input 4,ingestion n+1 / ingestion n,YES,ReferenceModel,year 2007,2000s,"54бу 52' ~ 55бу10' N, 8бу 20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,63,year 2007,III-IV,NA,NA,3_4,4,6,6,YES,NO,aY,plankton + detritus,carnivore,2,figure,0.0164,,0.0164,NA,NA,NA,0.0164,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,biological invasion_after,YES,,,,,,,,,,,,after,,,C,,,,,
24,Baird_2012_Marine ecology progress series,"Effect of invasive species on the structure and function of the Sylt-R?m? Bight ecosystem, northern Wadden Sea, over three time periods",efficiency of transfer,output 5 / input 5,input 6 / input 5,ingestion n+1 / ingestion n,YES,ReferenceModel,year 2007,2000s,"54бу 52' ~ 55бу10' N, 8бу 20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,63,year 2007,IV_V,NA,NA,4_5,5,6,6,YES,NO,aY,plankton + detritus,carnivore,2,figure,0.0151,,0.0151,NA,NA,NA,NA,0.0151,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,biological invasion_after,YES,,,,,,,,,,,,after,,,C,,,,,
24,Baird_2012_Marine ecology progress series,"Effect of invasive species on the structure and function of the Sylt-R?m? Bight ecosystem, northern Wadden Sea, over three time periods",efficiency of transfer,output 2 / input 2,input 3 / input 2,ingestion n+1 / ingestion n,YES,ReferenceModel,year 2010,2010s,"54бу 52' ~ 55бу10' N, 8бу 20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,63,year 2010,I_II,NA,NA,1_2,2,6,6,YES,NO,aY,plankton + detritus,herbivore,3,figure,0.184,,0.184,NA,0.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,biological invasion_after,YES,,,,,,,,,,,,after,,,C,,,,,
24,Baird_2012_Marine ecology progress series,"Effect of invasive species on the structure and function of the Sylt-R?m? Bight ecosystem, northern Wadden Sea, over three time periods",efficiency of transfer,output 3 / input 3,input 4 / input 3,ingestion n+1 / ingestion n,YES,ReferenceModel,year 2010,2010s,"54бу 52' ~ 55бу10' N, 8бу 20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,63,year 2010,II_III,NA,NA,2_3,3,6,6,YES,NO,aY,plankton + detritus,carnivore,3,figure,0.0108,,0.0108,NA,NA,0.0108,NA,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,biological invasion_after,YES,,,,,,,,,,,,after,,,C,,,,,
24,Baird_2012_Marine ecology progress series,"Effect of invasive species on the structure and function of the Sylt-R?m? Bight ecosystem, northern Wadden Sea, over three time periods",efficiency of transfer,output 4 / input 4,input 5 / input 4,ingestion n+1 / ingestion n,YES,ReferenceModel,year 2010,2010s,"54бу 52' ~ 55бу10' N, 8бу 20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,63,year 2010,III-IV,NA,NA,3_4,4,6,6,YES,NO,aY,plankton + detritus,carnivore,3,figure,0.0265,,0.0265,NA,NA,NA,0.0265,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,biological invasion_after,YES,,,,,,,,,,,,after,,,C,,,,,
24,Baird_2012_Marine ecology progress series,"Effect of invasive species on the structure and function of the Sylt-R?m? Bight ecosystem, northern Wadden Sea, over three time periods",efficiency of transfer,output 5 / input 5,input 6 / input 5,ingestion n+1 / ingestion n,YES,ReferenceModel,year 2010,2010s,"54бу 52' ~ 55бу10' N, 8бу 20' ~ 8бу40' E",55бу01' N,8бу30' E,bight,NA,63,year 2010,IV_V,NA,NA,4_5,5,6,6,YES,NO,aY,plankton + detritus,carnivore,3,figure,0.0151,,0.0151,NA,NA,NA,NA,0.0151,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,biological invasion_after,YES,,,,,,,,,,,,after,,,C,,,,,
25,"Ulanowicz & Baird_1999
[Fiscus_2009_EM]","Nutrient controls on ecosystem dynamics: the Chesapeake
mesohaline community",transfer efficiency,full N input n+1 / full N input n,full N input n+1 / full N input n,ingestion n+1 / ingestion n,YES,ReferenceCalculation,1983 ~ 1986,1980s,002_36бу50' - 39бу40' N,38бу15' N,NA,bay,NA,36,Chesapeake Bay full N,I_II,NA,NA,1_2,2,8,8,YES,NO,aN,plankton + detritus,herbivore + detritivore,1,table,0.303,,0.303,NA,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,NA,h,,NO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,N,,,,,
25,"Ulanowicz & Baird_1999
[Fiscus_2009_EM]","Nutrient controls on ecosystem dynamics: the Chesapeake
mesohaline community",transfer efficiency,full N input n+1 / full N input n,full N input n+1 / full N input n,ingestion n+1 / ingestion n,YES,ReferenceCalculation,1983 ~ 1986,1980s,002_36бу50' - 39бу40' N,38бу15' N,NA,bay,NA,36,Chesapeake Bay full N,II_III,NA,NA,2_3,3,8,8,YES,NO,aN,plankton + detritus,carnivore,1,table,0.194,,0.194,NA,NA,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,NA,h,,NO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,N,,,,,
25,"Ulanowicz & Baird_1999
[Fiscus_2009_EM]","Nutrient controls on ecosystem dynamics: the Chesapeake
mesohaline community",transfer efficiency,full N input n+1 / full N input n,full N input n+1 / full N input n,ingestion n+1 / ingestion n,YES,ReferenceCalculation,1983 ~ 1986,1980s,002_36бу50' - 39бу40' N,38бу15' N,NA,bay,NA,36,Chesapeake Bay full N,III-IV,NA,NA,3_4,4,8,8,YES,NO,aN,plankton + detritus,carnivore,1,table,0.133,,0.133,NA,NA,NA,0.133,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,NA,h,,NO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,N,,,,,
25,"Ulanowicz & Baird_1999
[Fiscus_2009_EM]","Nutrient controls on ecosystem dynamics: the Chesapeake
mesohaline community",transfer efficiency,full N input n+1 / full N input n,full N input n+1 / full N input n,ingestion n+1 / ingestion n,YES,ReferenceCalculation,1983 ~ 1986,1980s,002_36бу50' - 39бу40' N,38бу15' N,NA,bay,NA,36,Chesapeake Bay full N,IV-V,NA,NA,4_5,5,8,8,YES,NO,aN,plankton + detritus,carnivore,1,table,0.106,,0.106,NA,NA,NA,NA,0.106,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,NA,h,,NO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,N,,,,,
25,"Ulanowicz & Baird_1999
[Fiscus_2009_EM]","Nutrient controls on ecosystem dynamics: the Chesapeake
mesohaline community",transfer efficiency,full N input n+1 / full N input n,full N input n+1 / full N input n,ingestion n+1 / ingestion n,YES,ReferenceCalculation,1983 ~ 1986,1980s,002_36бу50' - 39бу40' N,38бу15' N,NA,bay,NA,36,Chesapeake Bay full N,V_VI,NA,NA,5_6,6,8,8,YES,NO,aN,plankton + detritus,carnivore,1,table,0.085,,0.085,NA,NA,NA,NA,NA,0.085,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,NA,h,,NO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,N,,,,,
25,"Ulanowicz & Baird_1999
[Fiscus_2009_EM]","Nutrient controls on ecosystem dynamics: the Chesapeake
mesohaline community",transfer efficiency,full N input n+1 / full N input n,full N input n+1 / full N input n,ingestion n+1 / ingestion n,YES,ReferenceCalculation,1983 ~ 1986,1980s,002_36бу50' - 39бу40' N,38бу15' N,NA,bay,NA,36,Chesapeake Bay full N,VI_VII,NA,NA,6_7,7,8,8,YES,NO,aN,plankton + detritus,carnivore,1,table,0.008,,0.008,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,spine TTE,single value,1,,NA,h,,NO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,N,,,,,
26,Ulanowicz et al._1997_FY96,"Network Analysis of Trophic Dynamics in South Florida Ecosystems, FY 96: The Cypress Wetland Ecosystem.
Annual Report to the United States Geological Service Biological Resources Division",transfer efficiency,full C input n+1 / full C input n,full C input n+1 / full C input n,ingestion n+1 / ingestion n,YES,unknown,1996,1990s,001_Florida Bay,NA,NA,everglade,NA,68,Florida Everglades (May-October),I_II,NA,NA,1_2,2,11,11,YES,NO,aN,plankton + detritus,herbivore,1,table,0.026,,0.026,NA,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,,NO,,,,,,,,,,,373000 km2,,,,C,,,,,
26,"Ulanowicz et al._1997_FY96
[Fiscus_2009_EM]","Network Analysis of Trophic Dynamics in South Florida Ecosystems, FY 97: The Cypress Wetland Ecosystem.
Annual Report to the United States Geological Service Biological Resources Division",transfer efficiency,full C input n+1 / full C input n,full C input n+1 / full C input n,ingestion n+1 / ingestion n,YES,unknown,1996,1990s,001_Florida Bay,NA,NA,everglade,NA,68,Florida Everglades (May-October),II_III,NA,NA,2_3,3,11,11,YES,NO,aN,plankton + detritus,carnivore,1,table,0.083,,0.083,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,,NO,,,,,,,,,,,,,,,C,,,,,
26,"Ulanowicz et al._1997_FY96
[Fiscus_2009_EM]","Network Analysis of Trophic Dynamics in South Florida Ecosystems, FY 98: The Cypress Wetland Ecosystem.
Annual Report to the United States Geological Service Biological Resources Division",transfer efficiency,full C input n+1 / full C input n,full C input n+1 / full C input n,ingestion n+1 / ingestion n,YES,unknown,1996,1990s,001_Florida Bay,NA,NA,everglade,NA,68,Florida Everglades (May-October),III-IV,NA,NA,3_4,4,11,11,YES,NO,aN,plankton + detritus,carnivore,1,table,0.153,,0.153,NA,NA,NA,0.153,NA,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,,NO,,,,,,,,,,,,,,,C,,,,,
26,"Ulanowicz et al._1997_FY96
[Fiscus_2009_EM]","Network Analysis of Trophic Dynamics in South Florida Ecosystems, FY 99: The Cypress Wetland Ecosystem.
Annual Report to the United States Geological Service Biological Resources Division",transfer efficiency,full C input n+1 / full C input n,full C input n+1 / full C input n,ingestion n+1 / ingestion n,YES,unknown,1996,1990s,001_Florida Bay,NA,NA,everglade,NA,68,Florida Everglades (May-October),IV-V,NA,NA,4_5,5,11,11,YES,NO,aN,plankton + detritus,carnivore,1,table,0.066,,0.066,NA,NA,NA,NA,0.066,NA,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,,NO,,,,,,,,,,,,,,,C,,,,,
26,"Ulanowicz et al._1997_FY96
[Fiscus_2009_EM]","Network Analysis of Trophic Dynamics in South Florida Ecosystems, FY 100: The Cypress Wetland Ecosystem.
Annual Report to the United States Geological Service Biological Resources Division",transfer efficiency,full C input n+1 / full C input n,full C input n+1 / full C input n,ingestion n+1 / ingestion n,YES,unknown,1996,1990s,001_Florida Bay,NA,NA,everglade,NA,68,Florida Everglades (May-October),V_VI,NA,NA,5_6,6,11,11,YES,NO,aN,plankton + detritus,carnivore,1,table,0.028,,0.028,NA,NA,NA,NA,NA,0.028,NA,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,,NO,,,,,,,,,,,,,,,C,,,,,
26,"Ulanowicz et al._1997_FY96
[Fiscus_2009_EM]","Network Analysis of Trophic Dynamics in South Florida Ecosystems, FY 101: The Cypress Wetland Ecosystem.
Annual Report to the United States Geological Service Biological Resources Division",transfer efficiency,full C input n+1 / full C input n,full C input n+1 / full C input n,ingestion n+1 / ingestion n,YES,unknown,1996,1990s,001_Florida Bay,NA,NA,everglade,NA,68,Florida Everglades (May-October),VI_VII,NA,NA,6_7,7,11,11,YES,NO,aN,plankton + detritus,carnivore,1,table,0.015,,0.015,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,spine TTE,single value,1,,,h,,NO,,,,,,,,,,,,,,,C,,,,,
26,"Ulanowicz et al._1997_FY96
[Fiscus_2009_EM]","Network Analysis of Trophic Dynamics in South Florida Ecosystems, FY 102: The Cypress Wetland Ecosystem.
Annual Report to the United States Geological Service Biological Resources Division",transfer efficiency,full C input n+1 / full C input n,full C input n+1 / full C input n,ingestion n+1 / ingestion n,YES,unknown,1996,1990s,001_Florida Bay,NA,NA,everglade,NA,68,Florida Everglades (May-October),VII_VIII,NA,NA,7_8,8,11,11,YES,NO,aN,plankton + detritus,carnivore,1,table,0.005,,0.005,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,spine TTE,single value,1,,,h,,NO,,,,,,,,,,,,,,,C,,,,,
26,"Ulanowicz et al._1997_FY96
[Fiscus_2009_EM]","Network Analysis of Trophic Dynamics in South Florida Ecosystems, FY 103: The Cypress Wetland Ecosystem.
Annual Report to the United States Geological Service Biological Resources Division",transfer efficiency,full C input n+1 / full C input n,full C input n+1 / full C input n,ingestion n+1 / ingestion n,YES,unknown,1996,1990s,001_Florida Bay,NA,NA,everglade,NA,68,Florida Everglades (May-October),VIII_IX,NA,NA,8_9,9,11,11,YES,NO,aN,plankton + detritus,carnivore,1,table,0.002,,0.002,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,spine TTE,single value,1,,,h,,NO,,,,,,,,,,,,,,,C,,,,,
26,"Ulanowicz et al._1997_FY96
[Fiscus_2009_EM]","Network Analysis of Trophic Dynamics in South Florida Ecosystems, FY 104: The Cypress Wetland Ecosystem.
Annual Report to the United States Geological Service Biological Resources Division",transfer efficiency,full C input n+1 / full C input n,full C input n+1 / full C input n,ingestion n+1 / ingestion n,YES,unknown,1996,1990s,001_Florida Bay,NA,NA,everglade,NA,68,Florida Everglades (May-October),IX_X,NA,NA,9_10,10,11,11,YES,NO,aN,plankton + detritus,carnivore,1,table,0.001,,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,spine TTE,single value,1,,,h,,NO,,,,,,,,,,,,,,,C,,,,,
27,Irisarri_2014_Ecosystems,Effects of Animal Husbandry on Secondary Production and Trophic Efficiency at a Regional Scale,Etroph,NSP / ANPP,production 2 / production 1,production n+1 / production n,YES,InvestigationCalculation+Reference,NA,NA,"43бу29' S, 70бу48' W",43бу29' S,70бу48' W,farm,NA,NA,"farm data are collected, ANPP data are estimated from precipitation ",primary_secondary (ruminant herbivore + cattle + sheep),mammal,vertebrate endotherm,1_2,2,NA,NA,NO,NO,c,grazing + detritus,herbivore,1,table,0.0034,,0.0034,NA,0.0034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,husbandry,YES,E,,,,,,,,,,,,,,C,,,,,
27,Irisarri_2014_Ecosystems,Effects of Animal Husbandry on Secondary Production and Trophic Efficiency at a Regional Scale,Etroph,NSP / ANPP,production 2 / production 1,production n+1 / production n,YES,InvestigationCalculation+Reference,NA,NA,"42бу24' S, 71бу04' W",42бу24' S,71бу04' W,farm,NA,NA,"farm data are collected, ANPP data are estimated from precipitation ",primary_secondary (ruminant herbivore + cattle + sheep),mammal,vertebrate endotherm,1_2,2,NA,NA,NO,NO,c,grazing + detritus,herbivore,2,table,0.0039,,0.0039,NA,0.0039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,husbandry,YES,E,,,,,,,,,,,,,,C,,,,,
27,Irisarri_2014_Ecosystems,Effects of Animal Husbandry on Secondary Production and Trophic Efficiency at a Regional Scale,Etroph,NSP / ANPP,production 2 / production 1,production n+1 / production n,YES,InvestigationCalculation+Reference,NA,NA,"41бу07' S, 70бу43' W",41бу07' S,70бу43' W,farm,NA,NA,"farm data are collected, ANPP data are estimated from precipitation ",primary_secondary (ruminant herbivore + cattle + sheep),mammal,vertebrate endotherm,1_2,2,NA,NA,NO,NO,c,grazing + detritus,herbivore,3,table,0.0039,,0.0039,NA,0.0039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,husbandry,YES,E,,,,,,,,,,,,,,C,,,,,
27,Irisarri_2014_Ecosystems,Effects of Animal Husbandry on Secondary Production and Trophic Efficiency at a Regional Scale,Etroph,NSP / ANPP,production 2 / production 1,production n+1 / production n,YES,InvestigationCalculation+Reference,NA,NA,"37бу59' S, 61бу18' W",37бу59' S,61бу18' W,farm,NA,NA,"farm data are collected, ANPP data are estimated from precipitation ",primary_secondary (ruminant herbivore + cattle + sheep),mammal,vertebrate endotherm,1_2,2,NA,NA,NO,NO,c,grazing + detritus,herbivore,4,table,0.014,,0.014,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,husbandry,YES,E,,,,,,,,,,,,,,C,,,,,
27,Irisarri_2014_Ecosystems,Effects of Animal Husbandry on Secondary Production and Trophic Efficiency at a Regional Scale,Etroph,NSP / ANPP,production 2 / production 1,production n+1 / production n,YES,InvestigationCalculation+Reference,NA,NA,"37бу40' S, 59бу48' W",37бу40' S,59бу48' W,farm,NA,NA,"farm data are collected, ANPP data are estimated from precipitation ",primary_secondary (ruminant herbivore + cattle + sheep),mammal,vertebrate endotherm,1_2,2,NA,NA,NO,NO,c,grazing + detritus,herbivore,5,table,0.0075,,0.0075,NA,0.0075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,husbandry,YES,E,,,,,,,,,,,,,,C,,,,,
27,Irisarri_2014_Ecosystems,Effects of Animal Husbandry on Secondary Production and Trophic Efficiency at a Regional Scale,Etroph,NSP / ANPP,production 2 / production 1,production n+1 / production n,YES,InvestigationCalculation+Reference,NA,NA,"37бу32' S, 60бу47' W",37бу32' S,60бу47' W,farm,NA,NA,"farm data are collected, ANPP data are estimated from precipitation ",primary_secondary (ruminant herbivore + cattle + sheep),mammal,vertebrate endotherm,1_2,2,NA,NA,NO,NO,c,grazing + detritus,herbivore,6,table,0.0183,,0.0183,NA,0.0183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,husbandry,YES,E,,,,,,,,,,,,,,C,,,,,
27,Irisarri_2014_Ecosystems,Effects of Animal Husbandry on Secondary Production and Trophic Efficiency at a Regional Scale,Etroph,NSP / ANPP,production 2 / production 1,production n+1 / production n,YES,InvestigationCalculation+Reference,NA,NA,"37бу27' S, 61бу54' W",37бу27' S,61бу54' W,farm,NA,NA,"farm data are collected, ANPP data are estimated from precipitation ",primary_secondary (ruminant herbivore + cattle + sheep),mammal,vertebrate endotherm,1_2,2,NA,NA,NO,NO,c,grazing + detritus,herbivore,7,table,0.0074,,0.0074,NA,0.0074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,husbandry,YES,E,,,,,,,,,,,,,,C,,,,,
27,Irisarri_2014_Ecosystems,Effects of Animal Husbandry on Secondary Production and Trophic Efficiency at a Regional Scale,Etroph,NSP / ANPP,production 2 / production 1,production n+1 / production n,YES,InvestigationCalculation+Reference,NA,NA,"37бу22' S, 64бу36' W",37бу22' S,64бу36' W,farm,NA,NA,"farm data are collected, ANPP data are estimated from precipitation ",primary_secondary (ruminant herbivore + cattle + sheep),mammal,vertebrate endotherm,1_2,2,NA,NA,NO,NO,c,grazing + detritus,herbivore,8,table,0.0038,,0.0038,NA,0.0038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,husbandry,YES,E,,,,,,,,,,,,,,C,,,,,
27,Irisarri_2014_Ecosystems,Effects of Animal Husbandry on Secondary Production and Trophic Efficiency at a Regional Scale,Etroph,NSP / ANPP,production 2 / production 1,production n+1 / production n,YES,InvestigationCalculation+Reference,NA,NA,"37бу14' S, 61бу15' W",37бу14' S,61бу15' W,farm,NA,NA,"farm data are collected, ANPP data are estimated from precipitation ",primary_secondary (ruminant herbivore + cattle + sheep),mammal,vertebrate endotherm,1_2,2,NA,NA,NO,NO,c,grazing + detritus,herbivore,9,table,0.0239,,0.0239,NA,0.0239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,husbandry,YES,E,,,,,,,,,,,,,,C,,,,,
